id,date,amount,card,id_merchant,time
1412,7/1/2018 5:32,10.46,4.76105E+18,24,7/1/2018 5:32
491,7/1/2018 12:44,3.64,4.50641E+15,91,7/1/2018 12:44
2794,7/1/2018 14:33,20.5,4.15984E+18,111,7/1/2018 14:33
853,7/1/2018 20:25,1.03,4.02791E+15,19,7/1/2018 20:25
286,7/1/2018 20:26,4.42,5.84227E+11,72,7/1/2018 20:26
2915,7/1/2018 21:53,18.09,4.498E+12,38,7/1/2018 21:53
1915,7/1/2018 23:06,10.26,4.86676E+18,94,7/1/2018 23:06
53,7/1/2018 23:42,7.52,4.53999E+15,95,7/1/2018 23:42
828,7/2/2018 4:53,0.7,5.84227E+11,103,7/2/2018 4:53
2168,7/2/2018 8:25,5.5,5.29719E+15,127,7/2/2018 8:25
3066,7/2/2018 14:48,14.71,4.26369E+15,28,7/2/2018 14:48
1278,7/2/2018 17:57,10.75,4.26369E+15,3,7/2/2018 17:57
1641,7/2/2018 18:09,11.15,5.01809E+11,129,7/2/2018 18:09
3439,7/2/2018 21:40,2.14,4.72378E+18,37,7/2/2018 21:40
1170,7/3/2018 1:23,10.75,3.53565E+15,3,7/3/2018 1:23
2738,7/3/2018 10:54,19.86,4.72378E+18,54,7/3/2018 10:54
3137,7/3/2018 12:54,18.54,4.16531E+18,132,7/3/2018 12:54
3046,7/3/2018 14:08,15.96,4.02791E+15,20,7/3/2018 14:08
3225,7/3/2018 14:56,1398,3.58135E+15,8,7/3/2018 14:56
1737,7/3/2018 18:27,11.08,3.4412E+14,45,7/3/2018 18:27
1965,7/3/2018 21:30,4.78,6.75911E+11,113,7/3/2018 21:30
2422,7/3/2018 21:31,1.27,5.29719E+15,116,7/3/2018 21:31
1003,7/4/2018 0:58,11.07,4.16531E+18,136,7/4/2018 0:58
2703,7/4/2018 8:51,18.93,2.13194E+14,26,7/4/2018 8:51
56,7/4/2018 10:44,4.08,5.50071E+15,100,7/4/2018 10:44
1236,7/4/2018 11:19,10.58,4.58696E+18,77,7/4/2018 11:19
2732,7/4/2018 12:08,15.32,5.36178E+15,36,7/4/2018 12:08
606,7/4/2018 17:28,89,5.5706E+15,112,7/4/2018 17:28
1253,7/4/2018 19:25,11.42,5.5706E+15,144,7/4/2018 19:25
448,7/4/2018 19:48,7.37,4.53999E+15,122,7/4/2018 19:48
2271,7/5/2018 0:07,2.03,4.31965E+12,64,7/5/2018 0:07
20,7/5/2018 1:36,5.15,4.31965E+12,27,7/5/2018 1:36
393,7/5/2018 4:10,4.14,4.15984E+18,33,7/5/2018 4:10
1381,7/5/2018 10:42,12.71,3.56195E+15,40,7/5/2018 10:42
2864,7/5/2018 11:56,16.13,3.0143E+13,3,7/5/2018 11:56
1697,7/5/2018 13:07,11.84,3.0182E+13,60,7/5/2018 13:07
2513,7/5/2018 13:12,15.03,4.83448E+15,21,7/5/2018 13:12
2754,7/5/2018 15:03,19.2,5.13584E+15,64,7/5/2018 15:03
1980,7/5/2018 16:01,3.92,4.71177E+15,50,7/5/2018 16:01
2268,7/5/2018 17:19,3.43,4.86676E+18,141,7/5/2018 17:19
2263,7/5/2018 17:38,2.37,5.29719E+15,43,7/5/2018 17:38
238,7/5/2018 18:44,3.68,3.00633E+13,91,7/5/2018 18:44
1017,7/5/2018 19:03,11.29,4.7432E+18,69,7/5/2018 19:03
196,7/5/2018 20:28,5.59,5.01809E+11,83,7/5/2018 20:28
983,7/5/2018 23:24,10.55,5.0188E+11,134,7/5/2018 23:24
2204,7/6/2018 1:07,4.72,4.27647E+12,32,7/6/2018 1:07
1561,7/6/2018 1:08,11.74,4.58696E+18,52,7/6/2018 1:08
2576,7/6/2018 3:02,16.99,6.75911E+11,16,7/6/2018 3:02
2134,7/6/2018 6:07,3.65,3.72415E+14,123,7/6/2018 6:07
577,7/6/2018 6:09,1.48,4.74104E+12,145,7/6/2018 6:09
2001,7/6/2018 10:25,1.8,4.96292E+18,75,7/6/2018 10:25
440,7/6/2018 13:10,9.84,4.64401E+18,77,7/6/2018 13:10
3298,7/6/2018 13:19,18.84,5.13584E+15,13,7/6/2018 13:19
2959,7/6/2018 15:58,17.63,5.13584E+15,63,7/6/2018 15:58
560,7/6/2018 16:12,117,3.4412E+14,62,7/6/2018 16:12
93,7/6/2018 16:16,8.74,4.26369E+15,66,7/6/2018 16:16
2923,7/6/2018 21:14,15.84,3.51695E+15,119,7/6/2018 21:14
1162,7/6/2018 21:27,11.67,3.56107E+15,84,7/6/2018 21:27
3073,7/6/2018 22:04,18.29,5.0188E+11,99,7/6/2018 22:04
614,7/7/2018 0:11,2.75,4.498E+12,126,7/7/2018 0:11
2017,7/7/2018 0:40,1.76,4.74104E+12,12,7/7/2018 0:40
1283,7/7/2018 4:47,10.6,5.0188E+11,84,7/7/2018 4:47
3101,7/7/2018 13:13,18.56,5.84227E+11,121,7/7/2018 13:13
351,7/7/2018 14:55,7.41,6.75911E+11,98,7/7/2018 14:55
2010,7/7/2018 17:26,1.89,5.03843E+11,30,7/7/2018 17:26
965,7/7/2018 17:29,10.54,4.58696E+18,106,7/7/2018 17:29
3161,7/7/2018 21:48,20.6,3.56107E+15,29,7/7/2018 21:48
961,7/7/2018 21:50,11.62,4.2791E+18,125,7/7/2018 21:50
716,7/8/2018 1:35,3.03,5.17595E+15,66,7/8/2018 1:35
2421,7/8/2018 2:51,1.08,5.84227E+11,93,7/8/2018 2:51
3435,7/8/2018 4:01,1.24,4.498E+12,4,7/8/2018 4:01
669,7/8/2018 4:14,0.86,4.72378E+18,144,7/8/2018 4:14
459,7/8/2018 5:26,4.06,4.74104E+12,66,7/8/2018 5:26
2656,7/8/2018 5:45,16.66,5.13584E+15,41,7/8/2018 5:45
1476,7/8/2018 12:07,10.45,5.13584E+15,14,7/8/2018 12:07
579,7/8/2018 14:04,1.75,3.56107E+15,144,7/8/2018 14:04
3103,7/8/2018 14:11,17.16,4.53999E+15,6,7/8/2018 14:11
794,7/8/2018 14:50,3.13,6.75911E+11,23,7/8/2018 14:50
360,7/8/2018 20:35,5.21,4.02791E+15,128,7/8/2018 20:35
2341,7/8/2018 23:55,2.73,5.50071E+15,63,7/8/2018 23:55
3484,7/8/2018 23:57,2.44,4.16531E+18,104,7/8/2018 23:57
946,7/9/2018 0:36,11.06,5.29719E+15,139,7/9/2018 0:36
2272,7/9/2018 1:47,4.46,4.02791E+15,93,7/9/2018 1:47
1085,7/9/2018 2:30,12.04,3.00633E+13,118,7/9/2018 2:30
2354,7/9/2018 2:42,3.17,3.0143E+13,42,7/9/2018 2:42
2566,7/9/2018 5:40,13.59,4.83448E+15,89,7/9/2018 5:40
742,7/9/2018 6:17,1.46,3.5822E+15,15,7/9/2018 6:17
25,7/9/2018 7:58,3.59,3.58135E+15,99,7/9/2018 7:58
2067,7/9/2018 11:52,1.4,4.76105E+18,47,7/9/2018 11:52
2153,7/9/2018 13:22,4,4.74104E+12,80,7/9/2018 13:22
470,7/10/2018 1:28,4.11,6.01199E+15,86,7/10/2018 1:28
711,7/10/2018 5:18,3.64,4.26369E+15,88,7/10/2018 5:18
1820,7/10/2018 8:29,10.23,3.0182E+13,36,7/10/2018 8:29
186,7/10/2018 12:31,8.74,5.50071E+15,96,7/10/2018 12:31
1034,7/10/2018 12:33,10.01,3.53565E+15,35,7/10/2018 12:33
1539,7/10/2018 13:06,11.13,4.53999E+15,44,7/10/2018 13:06
896,7/10/2018 17:57,10.46,5.50071E+15,118,7/10/2018 17:57
1512,7/10/2018 18:23,10.36,4.15072E+15,108,7/10/2018 18:23
1152,7/10/2018 21:47,10.39,5.0188E+11,134,7/10/2018 21:47
1562,7/10/2018 22:55,11.96,5.0188E+11,110,7/10/2018 22:55
705,7/11/2018 4:08,3.17,3.5822E+15,22,7/11/2018 4:08
2812,7/11/2018 4:10,16.81,3.0143E+13,74,7/11/2018 4:10
1327,7/11/2018 5:48,10.1,3.5822E+15,5,7/11/2018 5:48
3382,7/11/2018 5:51,2.22,3.53565E+15,59,7/11/2018 5:51
184,7/11/2018 6:19,8.4,3.58135E+15,33,7/11/2018 6:19
2511,7/11/2018 9:57,14.8,4.2791E+18,58,7/11/2018 9:57
3322,7/11/2018 11:48,16.37,5.03843E+11,150,7/11/2018 11:48
2038,7/11/2018 15:16,4.8,3.5822E+15,50,7/11/2018 15:16
1334,7/11/2018 16:55,1159,3.00783E+13,107,7/11/2018 16:55
1497,7/11/2018 17:02,10.86,4.26849E+15,142,7/11/2018 17:02
32,7/11/2018 18:10,4.75,3.53565E+15,9,7/11/2018 18:10
2426,7/11/2018 18:13,3.01,4.50641E+15,83,7/11/2018 18:13
2829,7/11/2018 19:50,18.4,4.15072E+15,79,7/11/2018 19:50
2305,7/11/2018 21:03,1.67,4.31965E+12,44,7/11/2018 21:03
1478,7/12/2018 1:40,11.75,3.56195E+15,2,7/12/2018 1:40
1432,7/12/2018 3:45,10.71,3.5822E+15,127,7/12/2018 3:45
2429,7/12/2018 4:16,3.69,5.50071E+15,74,7/12/2018 4:16
1872,7/12/2018 15:46,13.75,4.96292E+18,88,7/12/2018 15:46
3075,7/12/2018 15:54,15.91,3.56107E+15,42,7/12/2018 15:54
2135,7/12/2018 17:52,4.34,4.16531E+18,131,7/12/2018 17:52
908,7/12/2018 17:57,10.83,4.498E+12,136,7/12/2018 17:57
1563,7/12/2018 18:38,10.66,3.53565E+15,12,7/12/2018 18:38
935,7/12/2018 23:07,10.17,4.7432E+18,103,7/12/2018 23:07
2200,7/13/2018 0:08,1.96,5.29719E+15,31,7/13/2018 0:08
879,7/13/2018 6:03,10.48,4.7432E+18,46,7/13/2018 6:03
872,7/13/2018 6:19,1.56,3.72415E+14,3,7/13/2018 6:19
1128,7/13/2018 10:50,11.29,1.80099E+14,90,7/13/2018 10:50
2651,7/13/2018 11:20,17.83,4.64401E+18,9,7/13/2018 11:20
2514,7/13/2018 11:33,17.33,4.15984E+18,134,7/13/2018 11:33
1529,7/13/2018 15:58,10.03,4.26369E+15,33,7/13/2018 15:58
1787,7/13/2018 16:44,11.95,6.01199E+15,97,7/13/2018 16:44
690,7/13/2018 19:47,267,3.0182E+13,5,7/13/2018 19:47
1574,7/14/2018 1:12,10.16,4.72378E+18,35,7/14/2018 1:12
1888,7/14/2018 1:13,12.4,3.58135E+15,101,7/14/2018 1:13
1639,7/14/2018 2:08,10.18,6.50024E+15,102,7/14/2018 2:08
1349,7/14/2018 6:09,1160,3.00783E+13,136,7/14/2018 6:09
3489,7/14/2018 6:58,3.47,4.18816E+15,122,7/14/2018 6:58
1590,7/14/2018 10:14,10.01,3.0143E+13,148,7/14/2018 10:14
2599,7/14/2018 16:02,15.89,4.27647E+12,141,7/14/2018 16:02
2252,7/14/2018 16:11,3.07,4.15984E+18,81,7/14/2018 16:11
558,7/14/2018 17:44,0.53,4.50641E+15,81,7/14/2018 17:44
534,7/14/2018 19:07,1.14,4.2791E+18,74,7/14/2018 19:07
2288,7/14/2018 19:46,1.37,4.53999E+15,63,7/14/2018 19:46
1595,7/14/2018 22:06,10.68,4.96292E+18,47,7/14/2018 22:06
454,7/14/2018 23:03,4,4.15984E+18,15,7/14/2018 23:03
359,7/15/2018 1:35,3.23,4.50641E+15,41,7/15/2018 1:35
1526,7/15/2018 4:50,10.13,3.53565E+15,137,7/15/2018 4:50
131,7/15/2018 7:33,9.89,6.50024E+15,68,7/15/2018 7:33
963,7/15/2018 8:56,10.21,5.29719E+15,147,7/15/2018 8:56
2920,7/15/2018 10:25,18.7,4.26849E+15,24,7/15/2018 10:25
1514,7/15/2018 17:44,10.45,4.96292E+18,80,7/15/2018 17:44
2266,7/15/2018 18:24,4.39,4.58696E+18,64,7/15/2018 18:24
2845,7/15/2018 20:39,19.2,5.29719E+15,22,7/15/2018 20:39
2659,7/15/2018 22:07,15.51,5.13584E+15,83,7/15/2018 22:07
484,7/16/2018 5:15,3.77,4.15984E+18,18,7/16/2018 5:15
3213,7/16/2018 5:28,17.91,5.50071E+15,127,7/16/2018 5:28
3416,7/16/2018 7:21,1.27,3.00633E+13,5,7/16/2018 7:21
419,7/16/2018 9:01,6.34,4.58696E+18,135,7/16/2018 9:01
1257,7/16/2018 9:15,10.94,5.50071E+15,35,7/16/2018 9:15
2858,7/16/2018 9:25,14.78,5.17595E+15,72,7/16/2018 9:25
1352,7/16/2018 19:27,11.5,3.56107E+15,57,7/16/2018 19:27
323,7/16/2018 20:11,3.26,3.0182E+13,140,7/16/2018 20:11
2668,7/17/2018 4:19,21.5,4.26369E+15,101,7/17/2018 4:19
2950,7/17/2018 5:35,14.74,5.03843E+11,134,7/17/2018 5:35
1187,7/17/2018 6:44,11.71,3.51695E+15,107,7/17/2018 6:44
3011,7/17/2018 8:10,16.21,4.58696E+18,83,7/17/2018 8:10
2023,7/17/2018 9:00,3.97,4.498E+12,143,7/17/2018 9:00
721,7/17/2018 10:11,233,3.51695E+15,73,7/17/2018 10:11
2737,7/17/2018 14:28,17.9,3.56195E+15,72,7/17/2018 14:28
824,7/17/2018 16:30,0.69,3.51711E+15,145,7/17/2018 16:30
1172,7/17/2018 18:07,10.07,4.26849E+15,31,7/17/2018 18:07
755,7/17/2018 22:11,0.52,4.50641E+15,142,7/17/2018 22:11
2932,7/17/2018 23:45,13.75,4.71177E+15,33,7/17/2018 23:45
2336,7/18/2018 0:07,1.54,4.6819E+12,75,7/18/2018 0:07
762,7/18/2018 2:21,1,5.0188E+11,95,7/18/2018 2:21
2525,7/18/2018 2:32,19.15,5.17595E+15,12,7/18/2018 2:32
2179,7/18/2018 5:43,2.74,4.58696E+18,73,7/18/2018 5:43
1124,7/18/2018 8:04,10.45,3.58135E+15,103,7/18/2018 8:04
136,7/18/2018 9:19,974,3.4412E+14,19,7/18/2018 9:19
1444,7/18/2018 15:02,10.01,4.64401E+18,88,7/18/2018 15:02
2763,7/18/2018 19:18,19.32,4.6819E+12,20,7/18/2018 19:18
2306,7/18/2018 23:24,4.2,2.13194E+14,109,7/18/2018 23:24
2417,7/19/2018 1:03,2.84,4.83448E+15,93,7/19/2018 1:03
118,7/19/2018 1:51,10.08,5.84227E+11,22,7/19/2018 1:51
1160,7/19/2018 5:57,10.14,5.84227E+11,29,7/19/2018 5:57
1983,7/19/2018 9:12,5.48,3.0143E+13,16,7/19/2018 9:12
2480,7/19/2018 10:03,16.92,6.50024E+15,10,7/19/2018 10:03
663,7/19/2018 11:23,2.06,4.7432E+18,67,7/19/2018 11:23
737,7/19/2018 11:34,3.74,4.2791E+18,128,7/19/2018 11:34
2680,7/19/2018 16:11,19.12,5.5706E+15,17,7/19/2018 16:11
3165,7/19/2018 19:49,19.15,5.03843E+11,7,7/19/2018 19:49
210,7/19/2018 22:50,6.4,6.01199E+15,108,7/19/2018 22:50
3114,7/20/2018 4:37,18.3,5.0188E+11,40,7/20/2018 4:37
1634,7/20/2018 11:37,13.5,3.51695E+15,10,7/20/2018 11:37
1285,7/20/2018 14:22,10.04,3.56195E+15,78,7/20/2018 14:22
514,7/20/2018 14:53,12.09,5.84227E+11,20,7/20/2018 14:53
1768,7/20/2018 15:42,11.48,4.18816E+15,44,7/20/2018 15:42
3226,7/20/2018 18:07,18.01,4.96292E+18,95,7/20/2018 18:07
2180,7/20/2018 19:12,4.22,5.5706E+15,10,7/20/2018 19:12
2908,7/21/2018 1:01,15.46,4.15984E+18,112,7/21/2018 1:01
1543,7/21/2018 1:41,10.07,3.51695E+15,121,7/21/2018 1:41
1367,7/21/2018 2:00,11.1,4.53999E+15,90,7/21/2018 2:00
2803,7/21/2018 6:21,16.74,4.7432E+18,44,7/21/2018 6:21
2279,7/21/2018 7:26,5.11,4.15984E+18,140,7/21/2018 7:26
1623,7/21/2018 9:34,12.16,5.01809E+11,116,7/21/2018 9:34
3472,7/21/2018 10:54,3.46,5.01809E+11,118,7/21/2018 10:54
682,7/21/2018 11:08,291,3.0143E+13,119,7/21/2018 11:08
2571,7/21/2018 11:17,16.53,4.58696E+18,1,7/21/2018 11:17
3224,7/21/2018 15:39,17.53,3.4412E+14,142,7/21/2018 15:39
633,7/21/2018 23:12,1.42,3.53565E+15,117,7/21/2018 23:12
1519,7/22/2018 0:53,11.14,4.6819E+12,118,7/22/2018 0:53
2425,7/22/2018 1:03,1.2,4.31965E+12,11,7/22/2018 1:03
1282,7/22/2018 12:37,10.33,6.75911E+11,96,7/22/2018 12:37
2309,7/22/2018 14:37,5.55,5.29719E+15,81,7/22/2018 14:37
2542,7/22/2018 17:51,15.47,3.56107E+15,93,7/22/2018 17:51
42,7/22/2018 18:28,7.24,6.50024E+15,67,7/22/2018 18:28
2140,7/22/2018 18:58,2.55,3.0143E+13,102,7/22/2018 18:58
51,7/23/2018 6:21,5.64,4.71177E+15,30,7/23/2018 6:21
1763,7/23/2018 7:33,11.45,5.84227E+11,79,7/23/2018 7:33
2446,7/23/2018 10:37,4.15,3.72415E+14,45,7/23/2018 10:37
851,7/23/2018 12:02,1.13,5.13584E+15,15,7/23/2018 12:02
701,7/23/2018 15:52,1.87,3.5822E+15,70,7/23/2018 15:52
1206,7/23/2018 18:59,11.82,4.83448E+15,142,7/23/2018 18:59
2690,7/23/2018 22:05,17.21,4.15072E+15,34,7/23/2018 22:05
1807,7/23/2018 23:27,10.97,4.50641E+15,79,7/23/2018 23:27
2654,7/24/2018 2:49,16.36,4.74104E+12,142,7/24/2018 2:49
1217,7/24/2018 3:14,10.17,3.51711E+15,77,7/24/2018 3:14
3358,7/24/2018 6:24,1.13,4.7432E+18,141,7/24/2018 6:24
345,7/24/2018 7:40,3.35,4.72378E+18,108,7/24/2018 7:40
725,7/24/2018 10:05,0.89,5.50071E+15,27,7/24/2018 10:05
3024,7/24/2018 10:27,18.98,3.0182E+13,124,7/24/2018 10:27
1597,7/24/2018 10:40,10.65,3.00633E+13,85,7/24/2018 10:40
1719,7/24/2018 14:15,12.76,3.53565E+15,92,7/24/2018 14:15
2088,7/24/2018 14:44,5.02,4.26849E+15,136,7/24/2018 14:44
3430,7/24/2018 16:09,2.82,4.74104E+12,32,7/24/2018 16:09
866,7/24/2018 16:40,1.24,4.27647E+12,46,7/24/2018 16:40
3049,7/24/2018 17:42,16.75,3.53565E+15,123,7/24/2018 17:42
29,7/24/2018 20:45,7.78,4.71177E+15,92,7/24/2018 20:45
883,7/24/2018 21:03,12.89,4.7432E+18,29,7/24/2018 21:03
1348,7/24/2018 22:42,1108,3.58135E+15,35,7/24/2018 22:42
1248,7/25/2018 0:49,10.41,4.2791E+18,32,7/25/2018 0:49
2438,7/25/2018 0:52,5.69,4.15072E+15,29,7/25/2018 0:52
1631,7/25/2018 6:25,12.17,3.0182E+13,2,7/25/2018 6:25
1426,7/25/2018 6:54,12.24,1.80099E+14,78,7/25/2018 6:54
617,7/25/2018 6:55,3.07,5.50071E+15,150,7/25/2018 6:55
1201,7/25/2018 7:55,10.68,4.27647E+12,116,7/25/2018 7:55
284,7/25/2018 11:35,7.76,3.0143E+13,39,7/25/2018 11:35
2912,7/25/2018 14:26,17.26,3.00633E+13,147,7/25/2018 14:26
521,7/25/2018 15:03,5.31,4.74104E+12,76,7/25/2018 15:03
858,7/25/2018 22:27,3.36,4.96292E+18,13,7/25/2018 22:27
695,7/25/2018 22:52,2.58,4.58696E+18,19,7/25/2018 22:52
3391,7/25/2018 23:31,2.76,4.53999E+15,58,7/25/2018 23:31
660,7/26/2018 1:06,3.12,5.84227E+11,136,7/26/2018 1:06
2441,7/26/2018 6:32,3.35,5.36178E+15,143,7/26/2018 6:32
1273,7/26/2018 9:55,10.59,4.7432E+18,44,7/26/2018 9:55
2758,7/26/2018 11:14,14.93,3.76028E+14,128,7/26/2018 11:14
656,7/26/2018 15:52,1.63,4.6819E+12,36,7/26/2018 15:52
2906,7/26/2018 16:02,15.06,6.01199E+15,116,7/26/2018 16:02
1232,7/26/2018 17:29,10.37,4.58696E+18,38,7/26/2018 17:29
2066,7/26/2018 18:08,2.93,4.498E+12,69,7/26/2018 18:08
937,7/26/2018 18:20,10.32,4.74104E+12,67,7/26/2018 18:20
2534,7/26/2018 18:31,14.38,5.17595E+15,102,7/26/2018 18:31
2490,7/26/2018 19:44,15.66,1.80099E+14,19,7/26/2018 19:44
2393,7/26/2018 19:55,5.36,4.53999E+15,48,7/26/2018 19:55
1923,7/26/2018 22:35,10.68,5.50071E+15,78,7/26/2018 22:35
2508,7/26/2018 23:02,1803,5.5706E+15,68,7/26/2018 23:02
3292,7/27/2018 3:17,15.97,5.36178E+15,45,7/27/2018 3:17
497,7/27/2018 3:26,8.77,2.13194E+14,133,7/27/2018 3:26
1363,7/27/2018 5:32,10.31,4.74104E+12,146,7/27/2018 5:32
3122,7/27/2018 9:49,15.58,4.96292E+18,136,7/27/2018 9:49
2649,7/27/2018 16:18,17.91,4.15072E+15,99,7/27/2018 16:18
1522,7/27/2018 18:07,10.15,4.71177E+15,88,7/27/2018 18:07
3146,7/27/2018 20:27,14.13,5.0188E+11,45,7/27/2018 20:27
1355,7/27/2018 23:59,14.3,4.27647E+12,10,7/27/2018 23:59
1350,7/28/2018 0:11,10.41,3.56195E+15,31,7/28/2018 0:11
341,7/28/2018 2:13,8.95,5.5706E+15,19,7/28/2018 2:13
2839,7/28/2018 3:14,18.93,5.84227E+11,109,7/28/2018 3:14
2491,7/28/2018 3:34,17.16,4.86676E+18,33,7/28/2018 3:34
2708,7/28/2018 4:07,15.26,3.00633E+13,26,7/28/2018 4:07
355,7/28/2018 5:14,4.52,4.26369E+15,16,7/28/2018 5:14
2850,7/28/2018 10:03,19.82,5.03843E+11,45,7/28/2018 10:03
452,7/28/2018 10:07,5.41,3.00783E+13,122,7/28/2018 10:07
1720,7/28/2018 16:05,11.73,4.53999E+15,34,7/28/2018 16:05
804,7/28/2018 21:24,1.75,6.01199E+15,53,7/28/2018 21:24
1421,7/28/2018 23:41,11.73,3.56107E+15,111,7/28/2018 23:41
2545,7/29/2018 0:04,20.35,3.5822E+15,27,7/29/2018 0:04
2603,7/29/2018 3:56,18.26,4.72378E+18,119,7/29/2018 3:56
2345,7/29/2018 6:02,1.37,4.7432E+18,21,7/29/2018 6:02
2058,7/29/2018 7:42,5.84,6.50024E+15,116,7/29/2018 7:42
3167,7/29/2018 9:00,16.57,4.58696E+18,51,7/29/2018 9:00
1156,7/29/2018 9:38,10.17,3.72415E+14,100,7/29/2018 9:38
3348,7/29/2018 12:15,1.64,4.498E+12,137,7/29/2018 12:15
3208,7/29/2018 12:21,15.53,4.26849E+15,99,7/29/2018 12:21
280,7/29/2018 22:58,4.63,4.6819E+12,133,7/29/2018 22:58
900,7/30/2018 8:49,12.5,4.27647E+12,48,7/30/2018 8:49
2528,7/30/2018 12:04,18.37,4.96292E+18,131,7/30/2018 12:04
1838,7/30/2018 17:26,10.17,5.50071E+15,27,7/30/2018 17:26
2759,7/30/2018 18:50,16.34,4.71177E+15,80,7/30/2018 18:50
19,7/30/2018 19:41,6.13,3.72415E+14,95,7/30/2018 19:41
2298,7/31/2018 3:42,3.64,4.498E+12,10,7/31/2018 3:42
3302,7/31/2018 4:54,19.23,5.84227E+11,99,7/31/2018 4:54
2752,7/31/2018 5:15,1302,4.76105E+18,111,7/31/2018 5:15
434,7/31/2018 6:37,7.28,4.498E+12,87,7/31/2018 6:37
1066,7/31/2018 7:44,11.93,4.6819E+12,132,7/31/2018 7:44
956,7/31/2018 10:03,10.75,4.96292E+18,38,7/31/2018 10:03
2764,7/31/2018 10:53,14.61,5.13584E+15,70,7/31/2018 10:53
2361,7/31/2018 19:58,2.86,4.50641E+15,85,7/31/2018 19:58
3279,7/31/2018 20:15,20.73,3.72415E+14,4,7/31/2018 20:15
2671,8/1/2018 0:53,14.08,5.03843E+11,23,8/1/2018 0:53
1967,8/1/2018 1:50,2.74,5.84227E+11,128,8/1/2018 1:50
190,8/1/2018 6:36,4.58,4.96292E+18,33,8/1/2018 6:36
1488,8/1/2018 18:17,13.65,5.0188E+11,131,8/1/2018 18:17
3387,8/1/2018 18:41,2.78,3.00783E+13,126,8/1/2018 18:41
913,8/1/2018 19:36,10.12,4.498E+12,29,8/1/2018 19:36
1575,8/1/2018 21:41,10.55,5.84227E+11,113,8/1/2018 21:41
1078,8/2/2018 1:25,11.35,4.58696E+18,92,8/2/2018 1:25
2819,8/2/2018 7:13,14.42,3.51695E+15,14,8/2/2018 7:13
2847,8/2/2018 7:44,18.93,5.36178E+15,34,8/2/2018 7:44
3408,8/3/2018 0:14,3.14,4.53999E+15,20,8/3/2018 0:14
964,8/3/2018 3:25,11.63,4.26369E+15,70,8/3/2018 3:25
3255,8/3/2018 4:35,18.55,4.53999E+15,129,8/3/2018 4:35
933,8/3/2018 6:29,12.5,4.02791E+15,53,8/3/2018 6:29
279,8/3/2018 14:01,4,4.50641E+15,64,8/3/2018 14:01
1055,8/3/2018 22:47,12.02,3.00783E+13,119,8/3/2018 22:47
2946,8/3/2018 22:50,17.95,4.2791E+18,112,8/3/2018 22:50
6,8/4/2018 1:57,6.26,6.50024E+15,123,8/4/2018 1:57
1849,8/4/2018 2:30,10.16,5.03843E+11,122,8/4/2018 2:30
2450,8/4/2018 4:00,5.07,4.64401E+18,65,8/4/2018 4:00
643,8/4/2018 5:31,2.53,4.16531E+18,10,8/4/2018 5:31
207,8/4/2018 6:02,4.65,3.00633E+13,87,8/4/2018 6:02
3250,8/4/2018 11:43,16.77,4.53999E+15,111,8/4/2018 11:43
2184,8/4/2018 14:32,1.92,3.58135E+15,8,8/4/2018 14:32
1656,8/4/2018 14:48,11.05,3.0143E+13,44,8/4/2018 14:48
1802,8/4/2018 17:13,14.55,4.7432E+18,41,8/4/2018 17:13
2282,8/4/2018 20:00,4.16,3.56107E+15,16,8/4/2018 20:00
1223,8/4/2018 20:11,11.74,4.2791E+18,88,8/4/2018 20:11
2452,8/4/2018 21:56,17.57,4.498E+12,31,8/4/2018 21:56
2770,8/4/2018 22:07,17.66,5.84227E+11,90,8/4/2018 22:07
2415,8/4/2018 22:48,3.09,5.50071E+15,31,8/4/2018 22:48
1459,8/5/2018 1:06,1379,3.58135E+15,145,8/5/2018 1:06
1103,8/5/2018 3:49,10.3,4.72378E+18,69,8/5/2018 3:49
789,8/5/2018 7:24,1.09,3.00633E+13,64,8/5/2018 7:24
197,8/5/2018 8:11,5.92,4.15072E+15,37,8/5/2018 8:11
585,8/5/2018 11:56,3.56,5.5706E+15,72,8/5/2018 11:56
1531,8/5/2018 13:28,11.56,2.13194E+14,63,8/5/2018 13:28
2350,8/5/2018 14:41,4.09,4.86676E+18,68,8/5/2018 14:41
1200,8/5/2018 17:33,10.53,4.50641E+15,119,8/5/2018 17:33
3209,8/5/2018 20:20,18.67,6.01199E+15,17,8/5/2018 20:20
2567,8/6/2018 1:29,16,5.5706E+15,50,8/6/2018 1:29
1613,8/6/2018 4:41,10.52,4.58696E+18,124,8/6/2018 4:41
117,8/6/2018 9:42,7.5,4.26369E+15,125,8/6/2018 9:42
1724,8/6/2018 14:31,10.96,3.0143E+13,5,8/6/2018 14:31
759,8/6/2018 15:31,1.99,5.50071E+15,140,8/6/2018 15:31
143,8/6/2018 15:51,5.23,5.13584E+15,40,8/6/2018 15:51
2698,8/6/2018 16:17,16.55,6.75911E+11,58,8/6/2018 16:17
1041,8/6/2018 18:50,10.92,6.01199E+15,79,8/6/2018 18:50
3173,8/6/2018 19:18,17.1,4.83448E+15,70,8/6/2018 19:18
559,8/6/2018 22:27,1.49,4.58696E+18,56,8/6/2018 22:27
1912,8/7/2018 0:10,10.88,4.64401E+18,101,8/7/2018 0:10
2777,8/7/2018 0:56,16.74,5.03843E+11,16,8/7/2018 0:56
1325,8/7/2018 4:19,14.1,3.51711E+15,56,8/7/2018 4:19
1394,8/7/2018 5:36,13.59,3.56107E+15,43,8/7/2018 5:36
