id,date,time,amount,card,id_merchant
1694,6/28/2018 11:26,6/28/2018 11:26,10.73,4.96292E+18,30
2391,6/28/2018 12:21,6/28/2018 12:21,5.41,4.6819E+12,33
612,6/28/2018 13:11,6/28/2018 13:11,1.37,4.53999E+15,131
2997,6/28/2018 15:12,6/28/2018 15:12,14.58,4.6819E+12,75
2357,6/28/2018 16:02,6/28/2018 16:02,3.81,5.13584E+15,5
3017,6/28/2018 16:13,6/28/2018 16:13,16.04,4.74104E+12,101
1226,6/28/2018 20:29,6/28/2018 20:29,10.85,6.01199E+15,88
1129,6/28/2018 21:13,6/28/2018 21:13,1108,5.0188E+11,35
1664,6/28/2018 22:02,6/28/2018 22:02,10.16,5.29719E+15,2
979,6/29/2018 4:03,6/29/2018 4:03,10.06,2.13194E+14,129
2165,6/29/2018 4:54,6/29/2018 4:54,4.4,4.02791E+15,12
2783,6/29/2018 6:24,6/29/2018 6:24,16.3,6.50024E+15,51
1008,6/29/2018 10:43,6/29/2018 10:43,10.98,5.13584E+15,137
2726,6/29/2018 10:46,6/29/2018 10:46,14.5,4.64401E+18,22
414,6/29/2018 15:35,6/29/2018 15:35,7.99,4.64401E+18,70
773,6/29/2018 17:07,6/29/2018 17:07,2.79,4.02791E+15,146
1876,6/29/2018 17:52,6/29/2018 17:52,10.19,4.16531E+18,108
2693,6/29/2018 19:04,6/29/2018 19:04,15.53,3.53565E+15,73
2506,6/29/2018 20:43,6/29/2018 20:43,17.56,4.6819E+12,118
100,6/29/2018 21:52,6/29/2018 21:52,8.55,5.50071E+15,103
1610,6/29/2018 22:15,6/29/2018 22:15,10.49,4.58696E+18,66
3251,6/29/2018 23:08,6/29/2018 23:08,13.99,4.72378E+18,32
260,6/30/2018 1:02,6/30/2018 1:02,6.65,5.84227E+11,86
140,6/30/2018 1:30,6/30/2018 1:30,3.24,3.00633E+13,106
1004,6/30/2018 1:51,6/30/2018 1:51,10.31,4.50641E+15,14
654,6/30/2018 1:56,6/30/2018 1:56,121,3.4412E+14,20
2228,6/30/2018 2:40,6/30/2018 2:40,4.54,4.27647E+12,104
671,6/30/2018 3:05,6/30/2018 3:05,2.27,3.72415E+14,87
584,6/30/2018 3:45,6/30/2018 3:45,3.21,3.51695E+15,111
410,6/30/2018 8:01,6/30/2018 8:01,6.4,5.84227E+11,12
519,6/30/2018 10:51,6/30/2018 10:51,2.09,4.53999E+15,26
2824,6/30/2018 13:21,6/30/2018 13:21,16.83,3.0182E+13,99
468,6/30/2018 15:38,6/30/2018 15:38,4.59,5.84227E+11,26
920,6/30/2018 16:39,6/30/2018 16:39,11.15,4.7432E+18,137
1625,6/30/2018 19:22,6/30/2018 19:22,11.2,4.16531E+18,126
2443,6/30/2018 23:06,6/30/2018 23:06,4.32,3.58135E+15,122
481,7/1/2018 2:44,7/1/2018 2:44,9.22,4.498E+12,143
1675,7/1/2018 3:34,7/1/2018 3:34,10.09,4.86676E+18,44
1907,7/1/2018 4:06,7/1/2018 4:06,10.24,3.53565E+15,19
2893,7/1/2018 4:31,7/1/2018 4:31,17.11,3.00633E+13,23
1412,7/1/2018 5:32,7/1/2018 5:32,10.46,4.76105E+18,24
491,7/1/2018 12:44,7/1/2018 12:44,3.64,4.50641E+15,91
2794,7/1/2018 14:33,7/1/2018 14:33,20.5,4.15984E+18,111
853,7/1/2018 20:25,7/1/2018 20:25,1.03,4.02791E+15,19
286,7/1/2018 20:26,7/1/2018 20:26,4.42,5.84227E+11,72
2915,7/1/2018 21:53,7/1/2018 21:53,18.09,4.498E+12,38
1915,7/1/2018 23:06,7/1/2018 23:06,10.26,4.86676E+18,94
53,7/1/2018 23:42,7/1/2018 23:42,7.52,4.53999E+15,95
828,7/2/2018 4:53,7/2/2018 4:53,0.7,5.84227E+11,103
2168,7/2/2018 8:25,7/2/2018 8:25,5.5,5.29719E+15,127
3066,7/2/2018 14:48,7/2/2018 14:48,14.71,4.26369E+15,28
1278,7/2/2018 17:57,7/2/2018 17:57,10.75,4.26369E+15,3
1641,7/2/2018 18:09,7/2/2018 18:09,11.15,5.01809E+11,129
3439,7/2/2018 21:40,7/2/2018 21:40,2.14,4.72378E+18,37
1170,7/3/2018 1:23,7/3/2018 1:23,10.75,3.53565E+15,3
2738,7/3/2018 10:54,7/3/2018 10:54,19.86,4.72378E+18,54
3137,7/3/2018 12:54,7/3/2018 12:54,18.54,4.16531E+18,132
3046,7/3/2018 14:08,7/3/2018 14:08,15.96,4.02791E+15,20
3225,7/3/2018 14:56,7/3/2018 14:56,1398,3.58135E+15,8
1737,7/3/2018 18:27,7/3/2018 18:27,11.08,3.4412E+14,45
1965,7/3/2018 21:30,7/3/2018 21:30,4.78,6.75911E+11,113
2422,7/3/2018 21:31,7/3/2018 21:31,1.27,5.29719E+15,116
1003,7/4/2018 0:58,7/4/2018 0:58,11.07,4.16531E+18,136
2703,7/4/2018 8:51,7/4/2018 8:51,18.93,2.13194E+14,26
56,7/4/2018 10:44,7/4/2018 10:44,4.08,5.50071E+15,100
1236,7/4/2018 11:19,7/4/2018 11:19,10.58,4.58696E+18,77
2732,7/4/2018 12:08,7/4/2018 12:08,15.32,5.36178E+15,36
606,7/4/2018 17:28,7/4/2018 17:28,89,5.5706E+15,112
1253,7/4/2018 19:25,7/4/2018 19:25,11.42,5.5706E+15,144
448,7/4/2018 19:48,7/4/2018 19:48,7.37,4.53999E+15,122
2271,7/5/2018 0:07,7/5/2018 0:07,2.03,4.31965E+12,64
20,7/5/2018 1:36,7/5/2018 1:36,5.15,4.31965E+12,27
393,7/5/2018 4:10,7/5/2018 4:10,4.14,4.15984E+18,33
1381,7/5/2018 10:42,7/5/2018 10:42,12.71,3.56195E+15,40
2864,7/5/2018 11:56,7/5/2018 11:56,16.13,3.0143E+13,3
1697,7/5/2018 13:07,7/5/2018 13:07,11.84,3.0182E+13,60
2513,7/5/2018 13:12,7/5/2018 13:12,15.03,4.83448E+15,21
2754,7/5/2018 15:03,7/5/2018 15:03,19.2,5.13584E+15,64
1980,7/5/2018 16:01,7/5/2018 16:01,3.92,4.71177E+15,50
2268,7/5/2018 17:19,7/5/2018 17:19,3.43,4.86676E+18,141
2263,7/5/2018 17:38,7/5/2018 17:38,2.37,5.29719E+15,43
238,7/5/2018 18:44,7/5/2018 18:44,3.68,3.00633E+13,91
1017,7/5/2018 19:03,7/5/2018 19:03,11.29,4.7432E+18,69
196,7/5/2018 20:28,7/5/2018 20:28,5.59,5.01809E+11,83
983,7/5/2018 23:24,7/5/2018 23:24,10.55,5.0188E+11,134
2204,7/6/2018 1:07,7/6/2018 1:07,4.72,4.27647E+12,32
1561,7/6/2018 1:08,7/6/2018 1:08,11.74,4.58696E+18,52
2576,7/6/2018 3:02,7/6/2018 3:02,16.99,6.75911E+11,16
2134,7/6/2018 6:07,7/6/2018 6:07,3.65,3.72415E+14,123
577,7/6/2018 6:09,7/6/2018 6:09,1.48,4.74104E+12,145
2001,7/6/2018 10:25,7/6/2018 10:25,1.8,4.96292E+18,75
440,7/6/2018 13:10,7/6/2018 13:10,9.84,4.64401E+18,77
3298,7/6/2018 13:19,7/6/2018 13:19,18.84,5.13584E+15,13
2959,7/6/2018 15:58,7/6/2018 15:58,17.63,5.13584E+15,63
560,7/6/2018 16:12,7/6/2018 16:12,117,3.4412E+14,62
93,7/6/2018 16:16,7/6/2018 16:16,8.74,4.26369E+15,66
2923,7/6/2018 21:14,7/6/2018 21:14,15.84,3.51695E+15,119
1162,7/6/2018 21:27,7/6/2018 21:27,11.67,3.56107E+15,84
3073,7/6/2018 22:04,7/6/2018 22:04,18.29,5.0188E+11,99
614,7/7/2018 0:11,7/7/2018 0:11,2.75,4.498E+12,126
2017,7/7/2018 0:40,7/7/2018 0:40,1.76,4.74104E+12,12
1283,7/7/2018 4:47,7/7/2018 4:47,10.6,5.0188E+11,84
3101,7/7/2018 13:13,7/7/2018 13:13,18.56,5.84227E+11,121
351,7/7/2018 14:55,7/7/2018 14:55,7.41,6.75911E+11,98
2010,7/7/2018 17:26,7/7/2018 17:26,1.89,5.03843E+11,30
965,7/7/2018 17:29,7/7/2018 17:29,10.54,4.58696E+18,106
3161,7/7/2018 21:48,7/7/2018 21:48,20.6,3.56107E+15,29
961,7/7/2018 21:50,7/7/2018 21:50,11.62,4.2791E+18,125
716,7/8/2018 1:35,7/8/2018 1:35,3.03,5.17595E+15,66
2421,7/8/2018 2:51,7/8/2018 2:51,1.08,5.84227E+11,93
3435,7/8/2018 4:01,7/8/2018 4:01,1.24,4.498E+12,4
669,7/8/2018 4:14,7/8/2018 4:14,0.86,4.72378E+18,144
459,7/8/2018 5:26,7/8/2018 5:26,4.06,4.74104E+12,66
2656,7/8/2018 5:45,7/8/2018 5:45,16.66,5.13584E+15,41
1476,7/8/2018 12:07,7/8/2018 12:07,10.45,5.13584E+15,14
579,7/8/2018 14:04,7/8/2018 14:04,1.75,3.56107E+15,144
3103,7/8/2018 14:11,7/8/2018 14:11,17.16,4.53999E+15,6
794,7/8/2018 14:50,7/8/2018 14:50,3.13,6.75911E+11,23
360,7/8/2018 20:35,7/8/2018 20:35,5.21,4.02791E+15,128
2341,7/8/2018 23:55,7/8/2018 23:55,2.73,5.50071E+15,63
3484,7/8/2018 23:57,7/8/2018 23:57,2.44,4.16531E+18,104
946,7/9/2018 0:36,7/9/2018 0:36,11.06,5.29719E+15,139
2272,7/9/2018 1:47,7/9/2018 1:47,4.46,4.02791E+15,93
1085,7/9/2018 2:30,7/9/2018 2:30,12.04,3.00633E+13,118
2354,7/9/2018 2:42,7/9/2018 2:42,3.17,3.0143E+13,42
2566,7/9/2018 5:40,7/9/2018 5:40,13.59,4.83448E+15,89
742,7/9/2018 6:17,7/9/2018 6:17,1.46,3.5822E+15,15
25,7/9/2018 7:58,7/9/2018 7:58,3.59,3.58135E+15,99
2067,7/9/2018 11:52,7/9/2018 11:52,1.4,4.76105E+18,47
2153,7/9/2018 13:22,7/9/2018 13:22,4,4.74104E+12,80
470,7/10/2018 1:28,7/10/2018 1:28,4.11,6.01199E+15,86
711,7/10/2018 5:18,7/10/2018 5:18,3.64,4.26369E+15,88
1820,7/10/2018 8:29,7/10/2018 8:29,10.23,3.0182E+13,36
186,7/10/2018 12:31,7/10/2018 12:31,8.74,5.50071E+15,96
1034,7/10/2018 12:33,7/10/2018 12:33,10.01,3.53565E+15,35
1539,7/10/2018 13:06,7/10/2018 13:06,11.13,4.53999E+15,44
896,7/10/2018 17:57,7/10/2018 17:57,10.46,5.50071E+15,118
1512,7/10/2018 18:23,7/10/2018 18:23,10.36,4.15072E+15,108
1152,7/10/2018 21:47,7/10/2018 21:47,10.39,5.0188E+11,134
1562,7/10/2018 22:55,7/10/2018 22:55,11.96,5.0188E+11,110
705,7/11/2018 4:08,7/11/2018 4:08,3.17,3.5822E+15,22
2812,7/11/2018 4:10,7/11/2018 4:10,16.81,3.0143E+13,74
1327,7/11/2018 5:48,7/11/2018 5:48,10.1,3.5822E+15,5
3382,7/11/2018 5:51,7/11/2018 5:51,2.22,3.53565E+15,59
184,7/11/2018 6:19,7/11/2018 6:19,8.4,3.58135E+15,33
2511,7/11/2018 9:57,7/11/2018 9:57,14.8,4.2791E+18,58
3322,7/11/2018 11:48,7/11/2018 11:48,16.37,5.03843E+11,150
2038,7/11/2018 15:16,7/11/2018 15:16,4.8,3.5822E+15,50
1334,7/11/2018 16:55,7/11/2018 16:55,1159,3.00783E+13,107
1497,7/11/2018 17:02,7/11/2018 17:02,10.86,4.26849E+15,142
32,7/11/2018 18:10,7/11/2018 18:10,4.75,3.53565E+15,9
2426,7/11/2018 18:13,7/11/2018 18:13,3.01,4.50641E+15,83
2829,7/11/2018 19:50,7/11/2018 19:50,18.4,4.15072E+15,79
2305,7/11/2018 21:03,7/11/2018 21:03,1.67,4.31965E+12,44
1478,7/12/2018 1:40,7/12/2018 1:40,11.75,3.56195E+15,2
1432,7/12/2018 3:45,7/12/2018 3:45,10.71,3.5822E+15,127
2429,7/12/2018 4:16,7/12/2018 4:16,3.69,5.50071E+15,74
1872,7/12/2018 15:46,7/12/2018 15:46,13.75,4.96292E+18,88
3075,7/12/2018 15:54,7/12/2018 15:54,15.91,3.56107E+15,42
2135,7/12/2018 17:52,7/12/2018 17:52,4.34,4.16531E+18,131
908,7/12/2018 17:57,7/12/2018 17:57,10.83,4.498E+12,136
1563,7/12/2018 18:38,7/12/2018 18:38,10.66,3.53565E+15,12
935,7/12/2018 23:07,7/12/2018 23:07,10.17,4.7432E+18,103
2200,7/13/2018 0:08,7/13/2018 0:08,1.96,5.29719E+15,31
879,7/13/2018 6:03,7/13/2018 6:03,10.48,4.7432E+18,46
872,7/13/2018 6:19,7/13/2018 6:19,1.56,3.72415E+14,3
1128,7/13/2018 10:50,7/13/2018 10:50,11.29,1.80099E+14,90
2651,7/13/2018 11:20,7/13/2018 11:20,17.83,4.64401E+18,9
2514,7/13/2018 11:33,7/13/2018 11:33,17.33,4.15984E+18,134
1529,7/13/2018 15:58,7/13/2018 15:58,10.03,4.26369E+15,33
1787,7/13/2018 16:44,7/13/2018 16:44,11.95,6.01199E+15,97
690,7/13/2018 19:47,7/13/2018 19:47,267,3.0182E+13,5
1574,7/14/2018 1:12,7/14/2018 1:12,10.16,4.72378E+18,35
1888,7/14/2018 1:13,7/14/2018 1:13,12.4,3.58135E+15,101
1639,7/14/2018 2:08,7/14/2018 2:08,10.18,6.50024E+15,102
1349,7/14/2018 6:09,7/14/2018 6:09,1160,3.00783E+13,136
3489,7/14/2018 6:58,7/14/2018 6:58,3.47,4.18816E+15,122
1590,7/14/2018 10:14,7/14/2018 10:14,10.01,3.0143E+13,148
2599,7/14/2018 16:02,7/14/2018 16:02,15.89,4.27647E+12,141
2252,7/14/2018 16:11,7/14/2018 16:11,3.07,4.15984E+18,81
558,7/14/2018 17:44,7/14/2018 17:44,0.53,4.50641E+15,81
534,7/14/2018 19:07,7/14/2018 19:07,1.14,4.2791E+18,74
2288,7/14/2018 19:46,7/14/2018 19:46,1.37,4.53999E+15,63
1595,7/14/2018 22:06,7/14/2018 22:06,10.68,4.96292E+18,47
454,7/14/2018 23:03,7/14/2018 23:03,4,4.15984E+18,15
359,7/15/2018 1:35,7/15/2018 1:35,3.23,4.50641E+15,41
1526,7/15/2018 4:50,7/15/2018 4:50,10.13,3.53565E+15,137
131,7/15/2018 7:33,7/15/2018 7:33,9.89,6.50024E+15,68
963,7/15/2018 8:56,7/15/2018 8:56,10.21,5.29719E+15,147
2920,7/15/2018 10:25,7/15/2018 10:25,18.7,4.26849E+15,24
1514,7/15/2018 17:44,7/15/2018 17:44,10.45,4.96292E+18,80
2266,7/15/2018 18:24,7/15/2018 18:24,4.39,4.58696E+18,64
2845,7/15/2018 20:39,7/15/2018 20:39,19.2,5.29719E+15,22
2659,7/15/2018 22:07,7/15/2018 22:07,15.51,5.13584E+15,83
484,7/16/2018 5:15,7/16/2018 5:15,3.77,4.15984E+18,18
3213,7/16/2018 5:28,7/16/2018 5:28,17.91,5.50071E+15,127
3416,7/16/2018 7:21,7/16/2018 7:21,1.27,3.00633E+13,5
419,7/16/2018 9:01,7/16/2018 9:01,6.34,4.58696E+18,135
1257,7/16/2018 9:15,7/16/2018 9:15,10.94,5.50071E+15,35
2858,7/16/2018 9:25,7/16/2018 9:25,14.78,5.17595E+15,72
1352,7/16/2018 19:27,7/16/2018 19:27,11.5,3.56107E+15,57
323,7/16/2018 20:11,7/16/2018 20:11,3.26,3.0182E+13,140
2668,7/17/2018 4:19,7/17/2018 4:19,21.5,4.26369E+15,101
2950,7/17/2018 5:35,7/17/2018 5:35,14.74,5.03843E+11,134
1187,7/17/2018 6:44,7/17/2018 6:44,11.71,3.51695E+15,107
3011,7/17/2018 8:10,7/17/2018 8:10,16.21,4.58696E+18,83
2023,7/17/2018 9:00,7/17/2018 9:00,3.97,4.498E+12,143
721,7/17/2018 10:11,7/17/2018 10:11,233,3.51695E+15,73
2737,7/17/2018 14:28,7/17/2018 14:28,17.9,3.56195E+15,72
824,7/17/2018 16:30,7/17/2018 16:30,0.69,3.51711E+15,145
1172,7/17/2018 18:07,7/17/2018 18:07,10.07,4.26849E+15,31
755,7/17/2018 22:11,7/17/2018 22:11,0.52,4.50641E+15,142
2932,7/17/2018 23:45,7/17/2018 23:45,13.75,4.71177E+15,33
2336,7/18/2018 0:07,7/18/2018 0:07,1.54,4.6819E+12,75
762,7/18/2018 2:21,7/18/2018 2:21,1,5.0188E+11,95
2525,7/18/2018 2:32,7/18/2018 2:32,19.15,5.17595E+15,12
2179,7/18/2018 5:43,7/18/2018 5:43,2.74,4.58696E+18,73
1124,7/18/2018 8:04,7/18/2018 8:04,10.45,3.58135E+15,103
136,7/18/2018 9:19,7/18/2018 9:19,974,3.4412E+14,19
1444,7/18/2018 15:02,7/18/2018 15:02,10.01,4.64401E+18,88
2763,7/18/2018 19:18,7/18/2018 19:18,19.32,4.6819E+12,20
2306,7/18/2018 23:24,7/18/2018 23:24,4.2,2.13194E+14,109
2417,7/19/2018 1:03,7/19/2018 1:03,2.84,4.83448E+15,93
118,7/19/2018 1:51,7/19/2018 1:51,10.08,5.84227E+11,22
1160,7/19/2018 5:57,7/19/2018 5:57,10.14,5.84227E+11,29
1983,7/19/2018 9:12,7/19/2018 9:12,5.48,3.0143E+13,16
2480,7/19/2018 10:03,7/19/2018 10:03,16.92,6.50024E+15,10
663,7/19/2018 11:23,7/19/2018 11:23,2.06,4.7432E+18,67
737,7/19/2018 11:34,7/19/2018 11:34,3.74,4.2791E+18,128
2680,7/19/2018 16:11,7/19/2018 16:11,19.12,5.5706E+15,17
3165,7/19/2018 19:49,7/19/2018 19:49,19.15,5.03843E+11,7
210,7/19/2018 22:50,7/19/2018 22:50,6.4,6.01199E+15,108
3114,7/20/2018 4:37,7/20/2018 4:37,18.3,5.0188E+11,40
1634,7/20/2018 11:37,7/20/2018 11:37,13.5,3.51695E+15,10
1285,7/20/2018 14:22,7/20/2018 14:22,10.04,3.56195E+15,78
514,7/20/2018 14:53,7/20/2018 14:53,12.09,5.84227E+11,20
1768,7/20/2018 15:42,7/20/2018 15:42,11.48,4.18816E+15,44
3226,7/20/2018 18:07,7/20/2018 18:07,18.01,4.96292E+18,95
2180,7/20/2018 19:12,7/20/2018 19:12,4.22,5.5706E+15,10
2908,7/21/2018 1:01,7/21/2018 1:01,15.46,4.15984E+18,112
1543,7/21/2018 1:41,7/21/2018 1:41,10.07,3.51695E+15,121
1367,7/21/2018 2:00,7/21/2018 2:00,11.1,4.53999E+15,90
2803,7/21/2018 6:21,7/21/2018 6:21,16.74,4.7432E+18,44
2279,7/21/2018 7:26,7/21/2018 7:26,5.11,4.15984E+18,140
1623,7/21/2018 9:34,7/21/2018 9:34,12.16,5.01809E+11,116
3472,7/21/2018 10:54,7/21/2018 10:54,3.46,5.01809E+11,118
682,7/21/2018 11:08,7/21/2018 11:08,291,3.0143E+13,119
2571,7/21/2018 11:17,7/21/2018 11:17,16.53,4.58696E+18,1
3224,7/21/2018 15:39,7/21/2018 15:39,17.53,3.4412E+14,142
633,7/21/2018 23:12,7/21/2018 23:12,1.42,3.53565E+15,117
1519,7/22/2018 0:53,7/22/2018 0:53,11.14,4.6819E+12,118
2425,7/22/2018 1:03,7/22/2018 1:03,1.2,4.31965E+12,11
1282,7/22/2018 12:37,7/22/2018 12:37,10.33,6.75911E+11,96
2309,7/22/2018 14:37,7/22/2018 14:37,5.55,5.29719E+15,81
2542,7/22/2018 17:51,7/22/2018 17:51,15.47,3.56107E+15,93
42,7/22/2018 18:28,7/22/2018 18:28,7.24,6.50024E+15,67
2140,7/22/2018 18:58,7/22/2018 18:58,2.55,3.0143E+13,102
51,7/23/2018 6:21,7/23/2018 6:21,5.64,4.71177E+15,30
1763,7/23/2018 7:33,7/23/2018 7:33,11.45,5.84227E+11,79
2446,7/23/2018 10:37,7/23/2018 10:37,4.15,3.72415E+14,45
851,7/23/2018 12:02,7/23/2018 12:02,1.13,5.13584E+15,15
701,7/23/2018 15:52,7/23/2018 15:52,1.87,3.5822E+15,70
1206,7/23/2018 18:59,7/23/2018 18:59,11.82,4.83448E+15,142
2690,7/23/2018 22:05,7/23/2018 22:05,17.21,4.15072E+15,34
1807,7/23/2018 23:27,7/23/2018 23:27,10.97,4.50641E+15,79
2654,7/24/2018 2:49,7/24/2018 2:49,16.36,4.74104E+12,142
1217,7/24/2018 3:14,7/24/2018 3:14,10.17,3.51711E+15,77
3358,7/24/2018 6:24,7/24/2018 6:24,1.13,4.7432E+18,141
345,7/24/2018 7:40,7/24/2018 7:40,3.35,4.72378E+18,108
725,7/24/2018 10:05,7/24/2018 10:05,0.89,5.50071E+15,27
3024,7/24/2018 10:27,7/24/2018 10:27,18.98,3.0182E+13,124
1597,7/24/2018 10:40,7/24/2018 10:40,10.65,3.00633E+13,85
1719,7/24/2018 14:15,7/24/2018 14:15,12.76,3.53565E+15,92
2088,7/24/2018 14:44,7/24/2018 14:44,5.02,4.26849E+15,136
3430,7/24/2018 16:09,7/24/2018 16:09,2.82,4.74104E+12,32
866,7/24/2018 16:40,7/24/2018 16:40,1.24,4.27647E+12,46
3049,7/24/2018 17:42,7/24/2018 17:42,16.75,3.53565E+15,123
29,7/24/2018 20:45,7/24/2018 20:45,7.78,4.71177E+15,92
883,7/24/2018 21:03,7/24/2018 21:03,12.89,4.7432E+18,29
1348,7/24/2018 22:42,7/24/2018 22:42,1108,3.58135E+15,35
1248,7/25/2018 0:49,7/25/2018 0:49,10.41,4.2791E+18,32
2438,7/25/2018 0:52,7/25/2018 0:52,5.69,4.15072E+15,29
1631,7/25/2018 6:25,7/25/2018 6:25,12.17,3.0182E+13,2
1426,7/25/2018 6:54,7/25/2018 6:54,12.24,1.80099E+14,78
617,7/25/2018 6:55,7/25/2018 6:55,3.07,5.50071E+15,150
1201,7/25/2018 7:55,7/25/2018 7:55,10.68,4.27647E+12,116
284,7/25/2018 11:35,7/25/2018 11:35,7.76,3.0143E+13,39
2912,7/25/2018 14:26,7/25/2018 14:26,17.26,3.00633E+13,147
521,7/25/2018 15:03,7/25/2018 15:03,5.31,4.74104E+12,76
858,7/25/2018 22:27,7/25/2018 22:27,3.36,4.96292E+18,13
695,7/25/2018 22:52,7/25/2018 22:52,2.58,4.58696E+18,19
3391,7/25/2018 23:31,7/25/2018 23:31,2.76,4.53999E+15,58
660,7/26/2018 1:06,7/26/2018 1:06,3.12,5.84227E+11,136
2441,7/26/2018 6:32,7/26/2018 6:32,3.35,5.36178E+15,143
1273,7/26/2018 9:55,7/26/2018 9:55,10.59,4.7432E+18,44
2758,7/26/2018 11:14,7/26/2018 11:14,14.93,3.76028E+14,128
656,7/26/2018 15:52,7/26/2018 15:52,1.63,4.6819E+12,36
2906,7/26/2018 16:02,7/26/2018 16:02,15.06,6.01199E+15,116
1232,7/26/2018 17:29,7/26/2018 17:29,10.37,4.58696E+18,38
2066,7/26/2018 18:08,7/26/2018 18:08,2.93,4.498E+12,69
937,7/26/2018 18:20,7/26/2018 18:20,10.32,4.74104E+12,67
2534,7/26/2018 18:31,7/26/2018 18:31,14.38,5.17595E+15,102
2490,7/26/2018 19:44,7/26/2018 19:44,15.66,1.80099E+14,19
2393,7/26/2018 19:55,7/26/2018 19:55,5.36,4.53999E+15,48
1923,7/26/2018 22:35,7/26/2018 22:35,10.68,5.50071E+15,78
2508,7/26/2018 23:02,7/26/2018 23:02,1803,5.5706E+15,68
3292,7/27/2018 3:17,7/27/2018 3:17,15.97,5.36178E+15,45
497,7/27/2018 3:26,7/27/2018 3:26,8.77,2.13194E+14,133
1363,7/27/2018 5:32,7/27/2018 5:32,10.31,4.74104E+12,146
3122,7/27/2018 9:49,7/27/2018 9:49,15.58,4.96292E+18,136
2649,7/27/2018 16:18,7/27/2018 16:18,17.91,4.15072E+15,99
1522,7/27/2018 18:07,7/27/2018 18:07,10.15,4.71177E+15,88
3146,7/27/2018 20:27,7/27/2018 20:27,14.13,5.0188E+11,45
1355,7/27/2018 23:59,7/27/2018 23:59,14.3,4.27647E+12,10
1350,7/28/2018 0:11,7/28/2018 0:11,10.41,3.56195E+15,31
341,7/28/2018 2:13,7/28/2018 2:13,8.95,5.5706E+15,19
2839,7/28/2018 3:14,7/28/2018 3:14,18.93,5.84227E+11,109
2491,7/28/2018 3:34,7/28/2018 3:34,17.16,4.86676E+18,33
2708,7/28/2018 4:07,7/28/2018 4:07,15.26,3.00633E+13,26
355,7/28/2018 5:14,7/28/2018 5:14,4.52,4.26369E+15,16
2850,7/28/2018 10:03,7/28/2018 10:03,19.82,5.03843E+11,45
452,7/28/2018 10:07,7/28/2018 10:07,5.41,3.00783E+13,122
1720,7/28/2018 16:05,7/28/2018 16:05,11.73,4.53999E+15,34
804,7/28/2018 21:24,7/28/2018 21:24,1.75,6.01199E+15,53
1421,7/28/2018 23:41,7/28/2018 23:41,11.73,3.56107E+15,111
2545,7/29/2018 0:04,7/29/2018 0:04,20.35,3.5822E+15,27
2603,7/29/2018 3:56,7/29/2018 3:56,18.26,4.72378E+18,119
2345,7/29/2018 6:02,7/29/2018 6:02,1.37,4.7432E+18,21
2058,7/29/2018 7:42,7/29/2018 7:42,5.84,6.50024E+15,116
3167,7/29/2018 9:00,7/29/2018 9:00,16.57,4.58696E+18,51
1156,7/29/2018 9:38,7/29/2018 9:38,10.17,3.72415E+14,100
3348,7/29/2018 12:15,7/29/2018 12:15,1.64,4.498E+12,137
3208,7/29/2018 12:21,7/29/2018 12:21,15.53,4.26849E+15,99
280,7/29/2018 22:58,7/29/2018 22:58,4.63,4.6819E+12,133
900,7/30/2018 8:49,7/30/2018 8:49,12.5,4.27647E+12,48
2528,7/30/2018 12:04,7/30/2018 12:04,18.37,4.96292E+18,131
1838,7/30/2018 17:26,7/30/2018 17:26,10.17,5.50071E+15,27
2759,7/30/2018 18:50,7/30/2018 18:50,16.34,4.71177E+15,80
19,7/30/2018 19:41,7/30/2018 19:41,6.13,3.72415E+14,95
2298,7/31/2018 3:42,7/31/2018 3:42,3.64,4.498E+12,10
3302,7/31/2018 4:54,7/31/2018 4:54,19.23,5.84227E+11,99
2752,7/31/2018 5:15,7/31/2018 5:15,1302,4.76105E+18,111
434,7/31/2018 6:37,7/31/2018 6:37,7.28,4.498E+12,87
1066,7/31/2018 7:44,7/31/2018 7:44,11.93,4.6819E+12,132
956,7/31/2018 10:03,7/31/2018 10:03,10.75,4.96292E+18,38
2764,7/31/2018 10:53,7/31/2018 10:53,14.61,5.13584E+15,70
2361,7/31/2018 19:58,7/31/2018 19:58,2.86,4.50641E+15,85
3279,7/31/2018 20:15,7/31/2018 20:15,20.73,3.72415E+14,4
2671,8/1/2018 0:53,8/1/2018 0:53,14.08,5.03843E+11,23
1967,8/1/2018 1:50,8/1/2018 1:50,2.74,5.84227E+11,128
190,8/1/2018 6:36,8/1/2018 6:36,4.58,4.96292E+18,33
1488,8/1/2018 18:17,8/1/2018 18:17,13.65,5.0188E+11,131
3387,8/1/2018 18:41,8/1/2018 18:41,2.78,3.00783E+13,126
913,8/1/2018 19:36,8/1/2018 19:36,10.12,4.498E+12,29
1575,8/1/2018 21:41,8/1/2018 21:41,10.55,5.84227E+11,113
1078,8/2/2018 1:25,8/2/2018 1:25,11.35,4.58696E+18,92
2819,8/2/2018 7:13,8/2/2018 7:13,14.42,3.51695E+15,14
2847,8/2/2018 7:44,8/2/2018 7:44,18.93,5.36178E+15,34
3408,8/3/2018 0:14,8/3/2018 0:14,3.14,4.53999E+15,20
964,8/3/2018 3:25,8/3/2018 3:25,11.63,4.26369E+15,70
3255,8/3/2018 4:35,8/3/2018 4:35,18.55,4.53999E+15,129
933,8/3/2018 6:29,8/3/2018 6:29,12.5,4.02791E+15,53
